text,label
"Zur Erinnerung: Früher war das ""Unwort"" mal eine sprachlich besonders misslungene Wortschöpfung. Mittlerweile versucht eine politisch sehr einseitig ausgerichtete Jury, politische Debatten inhaltlich zu beeinflussen. Insofern sollte man dieser Wahl keine große Beachtung schenken.",0
Herr Bröcker Ihr Kommentar hat mich umgehauen. In keinem der sonstigen Leitmedien kann man einen solch kritischen Kommentar lesen. Danke dafür.,0
Ein salomonisches Urteil!,0
Kann denn nicht mal einer den ewig kölschen Spinner aus dem Forum entfernen?,1
"Jugend demonstriert für Arbeitsplatznotstand. Ist ja nur noch für einen übersichtlichen Zeitraum meine Zukunft, da kann mir das eigentlich  auch egal sein. https://rp-online.de/wirtschaft/unternehmen/daimler-will-tausende-stellen-streichen_aid-47508053#park-comments",1
"Jeder sollte einmal eine solche Veranstaltung persönlich besuchen um sich selber ein Bild von den ""realen Zuständen"" zu machen. Sowohl im als auch vor dem Saal...",0
"""Scheuer spielt eine unrühmliche Rolle""  Nach der Frechheit, die sich Scheuer mit dem Werbebrief für VW, Audi, BMW und Mercedes im Namen des Kraftfahrtbundesamtes an die Diesel-Besitzer geleistet  hat, dürfte diese Mann überhaupt nicht mehr im Amt sein.",0
"Die ""Inselaffen"" verarschen den Rest von Europa!",1
Genau. Nehmen wir jetzt in der verlogenen Klimakomödie auch noch Island als gutes Vorbild.  Ein Zehntel der Einwohnerzahl von Berlin und geologisch eine Vulkaninsel alsTreffpunkt der amerikanischen eurasischen Kontinentalplatten und damit bestens ausgestattet mit Geothermie.  Frau Merkel. Fangen sie doch einfach mal in der Eifel an zu graben um wenigstens Berlin zu versorgen.  Wenn man Klimakanzlerin sein will kann man nicht Äpfel mit Birnen vergleichen.  Das wirkt lächerlich.,0
"Also ich kann über DHL nicht klagen. In der Regel kommen alle Pakete innerhalb eines Tages an und ganz selten am 2 Tag. Und es gibt ja auch eine App mit der man das Paket nachverfolgen kann. Wer sich aufregt, sollte vielleicht mal selbst die Logistik übernehmen und sich wundern, was da alles dran hängt, bis das Paket ausgeliefert wird.",0
"Bitte den Tatort einstellen oder nur noch Wiederholungen bis max. der 80 er Jahre zeigen.  Mittlerweile sind die Herzschmerzfilme, die parallel im ZDF laufen spannender und vor allem realistischer als der Tatort.  Bis vor 2-3 Jahren war ja noch der Polizeituf 110 deutlich besser als der Tatort. Aber leider sind in letzter Zeit auch immer mehr zum Bauerntheater mutiert.",0
Lascet =Mörder,1
"Insbesondere für Integrationsverweigerer, bla bla bla. Gilt das auch für die TürkenINNEN der zweiten und dritten Generation, die immer noch nur gebrochen deutsch sprechen und / oder mit Kopftuch durch die Gegend rennen. Man muss Integration zulassen, sich assimilieren lassen, das tun und taten auch unsere jüdischen Mitbürger, beispielhaft!!!",1
Denk ich an Deutschland in der Nacht....,0
Ich rase auch gerne und zwar im ICE mit 290 km/h an der A3 vorbei.,0
"Na bitte - wir haben ja soviel qualifiziertes Personal bei der Bundeswehr - und auch bei der Polizei, daß wir es uns erlauben können, Leute mit mißliebigen Meinungen ""zu entsorgen"". Dafür bekommen wir mehr Quantität - besonders aus dem Bereich des Islams. Berlin läßt grüßen. Ein befreundeter Polizist klagt ständig, was da an Nachwuchs angeboten wird. Aber anscheinend sind solche Leute beim Alt-Politiker-Parteienschrott begehrter als ""rechtsradikales"" qualifiziertes Personal",1
"Die Anhaenger der SPD sprachen sich demnach zu 49% fuer rasche Wahlen aus. - Das mag ja durchaus zutreffen! NUR, die da oben in Berlin, allen voran der bruellende Hoppeditz aus der Eifel, wollen das nicht! Wieso, dass kann sich jeder politisch interessierte selbst denken. Die SPD hat sich schon zerlegt. Die Wahlen in 2019 werden zeigen, ob noch andere hinzukommen bzw. in welche Richtung dieses Land driftet! ",0
???,1
"26 Mal??? Sind Journalisten so wie Relotius schützenwerter Menschen als Polizisten, Feuerwehrleute oder RWE Mitarbeiter die täglich von Verbrechern angeriffen und Verletzt werden?   Was ist mit den wiederlichen 100erten Angriff auf Frauen und Kinder ? ",0
Sonderbar....sobald den Redakteuren die Kommentare nicht mehr gefallen: dann wird ein neuer Artikel verfasst mit gesperrter Kommentarfunktion!,1
Hier dieser Typ hat mir echt geholfen meine Fitness fortzusetzten: https://bit.ly/3ayh75c,1
"Ich wünschte , daß die Menschen welche Katzen frei in den Städten laufen laufen lassen, ebenfalls mit einer Gefängnisstrafe belohnt werden.   Die vielen streunenden Hauskatze welche einfach in sämtliche Gärten ihre Notdurft hinterlassen sind mittlerweile eine Pest. ",1
"Macht Euch keinen Kopf. Die Grünenchefin in Österreich wetterte gegen die Spielcasinos. Nach dem Abgang hat sie nun einen gutbezahlten Job von denen bekommen. So sind die PolitikerInnen, was Lenin schon vor über hundert Jahren festgestellt hat. Nichts Neues also. Naja doch was Neues. Jetzt sind schon mehr Frauen dabei, wie z.B. unsere Brigitte Ederer (SPÖ) bei Siemens.  ",0
" ..komisch, dass die SPD das nicht abgeschafft hat, als man in NRW noch an der Regierung war (von 1966 bis 2005 durchgehend..). Trittbrettfahrer beim Bund der Steuerzahler.",0
"Merkel sagt eigentlich wieder mal NICHTS!   Vielleicht sollte Sie sich fragen warum so viele Bundesbürger aktuell derart unzufrieden sind, als dieses als gegeben hinzunehmen! ",0
"yogiwatermann ..... Da ist die Innenstadt Düsseldorfs???  Nein , das ist der Wunsch einer Zeitung und/oder eines Fotografens. ",0
"Werter Herr Pavantis, wo endet denn bei Ihnen berechtigte Kritik und wo fängt Hetze an? Oder gibt es für Sie in der Europa-Politik und in der Flüchtlingspolitik nichts zu kritisieren? Wie hier schon jemand schrieb, machen Sie es sich mit Ihrem schwarz-weiß-Denken zu einfach. Deshalb ist Ihr Artikel über die Selbsterfahrung auch nicht ernst zu nehmen.",0
Feiglinge,1
"Auf Kosten der EU bzw. vor allem Deutschlands! Frankreich gibt dem Irak 1 Milliarde Euro ""Frankreich wünscht, über permanente Militärbasen im Land zu verfügen, um sich nach dem Abzug der US-Truppen in Syrien weiter einmischen zu können."" https://www.voltairenet.org/article204756.html erhellt uns etwas die Situation: 5 Min. https://www.youtube.com/watch?v=oYvEq_QHeDI",1
Ende 2020! Es eilt ja auch nicht! Lassen wir uns doch noch ein paar Jahre von den Flüchtlingen an der Nase herumführen. ,1
"Die Gesinnungspolizei ist wieder schwer aktiv, es geht langsam vom Lächerlichen zum Paranoiden, was kommt demnächst Arbeitslager für AFDler und deren Sympatisantenten? Ich erinnere an den schönen Satz: Toleranz bedeutet das Tolerieren des Andersdenkenden. Aber Toleranz, Freiheit und Wahrheit sind Geschenke, die sich nicht jeder gerne machen lässt, schon gar nicht bei den Linken.",1
"Noch Fragen? „Ich bin eigentlich gegen die Nuklearenergie. Aber laut Weltklimarat kann sie tatsächlich ein kleiner Teil einer großen, neuen CO2-freien Energielösung sein.“  Nämlich dann, so Thunberg weiter, wenn Länder keinen Zugang zu erneuerbaren Energien hätten: Wir sollten darüber debattieren. https://www.focus.de/politik/deutschland/gastbeitrag-von-gabor-steingart-ein-einzelner-tweet-von-greta-thunberg-zerlegt-merkels-klima-politik_id_10489488.html",1
"Bitte nachdenken Herr Töpfer, immerhin haben sie als ehemaliger Minister einen Ruf zu verlieren. Da fast alle SUV als Firmenfahrzeug genutzt werden, wird den Käufern die Mehrwertsteuer erstattet. Unabhängig von der Höhe der Steuer. Eine Änderung der Steuer hat daher für die meisten Käufer keinerlei Nachteile. Bitte erläutern sie mir den entstehenden Umwelteffekt.",0
"Kann man sich vorstellen, dass Frau Merkel und Herr Scholz im besoffenen Zustand einen russischen Oligarchen in einer ausländischen Villa hofieren, ihm Staatsaufträge verhökern und die freie Presse zum Verkauf anbieten? So erbärmlich dämlich ist kein deutsches Regierungsmitglied, da bin ich mir ganz sicher. Gut, dass wir noch keine Rechtspopulisten in der Regierung haben!",1
"Das klingt ja furchtbar ""Am Ende einigte man sich auf 20 Minuten, die Sandra Albus trotz Hausverbots in der zweiten Märzhälfte bekommt"". Was ist denn da los, was ist das denn für ein Arbeitgeber? ",0
Eine Logopädin wäre die Richtige für Nuschel-Til. ,1
Prüfen Prüfen Prüfen... make et,0
Und wie wollen Sie das erreichen? Konkrete Vorschläge sind besser als Pauschalen. ,0
"Herr Maaßen,sollten Sie es in Erwägung ziehen,der AfD beizutreten,was ich persönlich sehr begrüßen würde,dann legen Sie sich guten ,nein,SEHR GUTEN Personenschutz zu,die designierten ""Volksparteien "" sind bisweilen etwas ""grellig""(etwas anderes würde ich gerne,kann ich hier aber nicht schreiben),was AfD-Politiker betrifft,vor Allem,wenn wahres Insiderwissen von den Christdemokratischen Bonzen zur AfD transportiert wird!!!",1
"Einen ganz hervorragenden und kaum zu übertreffenden Bericht über das Brexit-Chaos und den Zustand der englischen Politik, Politiker und Demokratie liefert Jonathan Pie. Ein Genuss!  Er stellt u.a. fest: ""Bei dem Versuch die ""Kontrolle"" über unser Land zurück zu gewinnen, haben unsere Politiker und wir der Welt demonstriert, wie völlig außer Kontrolle und in was für einem Chaos unser Land tatsächlich ist."" Ein mediales und informatives Vergnügen. https://www.youtube.com/watch?v=-IL2XwSkFJQ",1
"Das kommt davo, wenn man für den vorzeitigen und ungeplanten Umstieg auf Öko-Strom ist. ",0
"„Der wohl hervorstechendste und auch erschreckendste Aspekt der deutschen Realitätsflucht liegt jedoch in der Haltung, mit Tatsachen so umzugehen, als handele es sich um bloße Meinungen.“ HANNAH ARENDT",0
"Die Kommunen sollen verpflichtend die Kfz.-Steuer zur Finanzierung heran ziehen und nicht in dubiose Löcher verschwinden lassen. Wenn Kommunen jegliche Straßenschäden gleich reparieren, fallen nicht so hohe Kosten für Generalsanierungen an. Auch sollten Reparaturmaßnahmen auf alle Bewohner der Kommune aufgeteilt werden, wobei Fahrzeugbesitzer eine 10%-tige höhere Abgabe leisten sollen. So stelle ich mir Kommunalverwaltungen vor, die für und nicht gegen die Bürger arbeiten.",0
"Wollen wir  Zustände wie in den USA?  Merz kann sicherlich besser reden als 'Trump, aber die Interessen sind die selben; Macht und Geld; hier passt ja auch unser Bigamist Gerhard Schröder rein. Mal sehen, wann der seinen  Kommentar dazu gibt.  AKK wird's schon machen; Merz (mit ""e"") ist ein alter Politiker der keine Zukunft verspricht und wohl den Hals nicht voll kriegt. Er spricht für sich und nicht für's Volk.  Herzlichen Glückwunsch AKK",1
"Rock im Park, Rock am Ring ..... und andere Veranstaltungen, da treffen sich auch gerne solche jungen Menschen, die Rezos YouTube-""Kritik"" an der Klimapolitik richtig gut fanden, hinterlassen bei diesen Festivitäten aber dann solche Müllberge. Das nur mal so.",0
"Na da passt ja die Meldung von gestern, dass die Polizei 117 Straftaten im Asylanteheim verschiegen hat Zitat: Man wolle keine Vorurteile schüren?, wie die Faust aufs Auge.  http://freewestmedia.com/2019/03/12/german-police-hide-crimes-in-asylum-centre/  https://www.bild.de/regional/hamburg/hamburg-aktuell/asylunterkunft-boostedt-verheimlicht-die-polizei-verbrechen-60618288.bild.html ",1
"Ist es richtig das vor mehr als 200 Jahren für ein Wolfsrudel eine erheblich große bewaldete Fläche zur Verfügung stand?  Und das ist richtig, dass in dieser Zeit Menschen außerhalb von Städten sich nur bewaffnet bewegten?  (Ausnahme: Rotkäppchen)",0
Da hat Moenchengladbach mal eine grosse Anzahl von ortsansaessigen Logistikunternehmen und nun sowas! Also komplizierter wenn es auch einfacher gewesen waere!,0
"dpa und andere Medien verwechseln ständig Fahrbahn und Straße, und Autoverkehr und Straßenverkehr.  Selber besser machen. Richtiges Sprechen macht richtiges Denken. ",0
"Wie sehr muss der CDU und ihrer rechtskonservativen RP der Arsch auf Grundeis gehen um einen solchen Artikel (zusammen zu sehen mit dem Leitartikel/Kommentar ""Die Grünen werden zu zart angefasst"") zu verfassen? Glauben Sie Frau Marschall denn im Ernst, die Klimaziele seien kostenlos zu bekommen? Die Grünen haben nie verschwiegen, dass eine lebenswerte Zukunft nur mit Verzicht zu haben ist. Nur weiter so. Augen zu und durch.",1
"Habe nur einer von elf Tatverdächtigen die türkische Staatsangehörigkeit gehabt. Genau, als Türke braucht man ja bei Doppel - Staatsangehörigkeit nur den Richtigen Pass zeigen. Das hat nichts mit unterschiedlichen Kulturen zu tun. Die Morgenländliche macht allerdings unsere Kaputt.",1
"Bei Günther Jauch kann man immer gut erkennen,wen er mag und wen nicht. Wenn jemand aufgesetzt und unauthentisch ist, hat er es schwer bei Jauch. Die Williams war mal wieder ein Paradebeispiel dafür. Auch interessant war die Geschichte mit dem Bobycar- Präsidenten. Sie berichtet von einer Freundschaft zwischen Familien und er redet sie mit ""Sie"" und Nachnamen an.",0
"Ich habe kein Problem mit den zukünftigen Flugtaxis.  Aber immer öfters mit den Überschriften zu manchen Artikeln.  ""Scheuer will schnell neue Gesetze für Flugtaxis"".  Gab es denn schon alte Gesetze?  Soweit ich weis sind die in Sachen Spielzeugdrohnen auch nicht ganz durch. oder?",0
"Verdi ist ja sooo sozial. Da wird der Arbeitskampf auf den Rücken der Kinder ausgetragen, die auf Ihre Geschenke warten. Bessere ""Frontschweine"" gibt es gar nicht!  Respekt Verdi!!!  ",1
Ja sehe ich täglich Dank der offenen Grenzen haben wir ein Zuwanderung ins Sozialsystem aus der ganzen Welt aber auch aus Osteuropa. Deshalb haben wir auch die hohen Schulden. Deshalb haben wir den wilden Müll in der Stadt deshalb haben wir Wohnungsmangel deshalb haben wir Einbrüche und Überfälle und Drogenhandel und... Es kommen keine Fachkräfte es kommt nicht die Elite.,1
"Wird jetzt schon den Organisationen, die die Regierung darauf Aufmerksam machen, das die Autoindustrie nicht einfach alles machen kann, von der Autokanzlerin in spe in Frage gestellt?",0
"Prima, dass er öffentlich Stellung bezieht gegen die blau-braune Jauche, die in unserem Land so gerne Hass, Hetze und Diffamierung verbreiten möchte, derweil ihre Protagonisten überforderte, ängstliche, zurückgebliebene Versager sind. Chapeau, Herr Goretzka!",1
"Unfassbar, wie dieser selbstgerechte Vogel seine Hände in Unschuld wäscht. Er hat sich nachweislich fast eine gesamte Woche nach Bekanntwerden nicht um den Fall Lügde gekümmert. Erst nachdem die Berichterstattung immer intensiver wurde, hat er es für nötig gehalten, den Fall überhaupt zur Kenntnis zu nehmen. Diese Pfeife ist eine glatte Fehlbesetzung als Innenminister.",1
"Schlechte Verlierer. Es geht bergab nach dem Hype aus einer ""zweitrangigen"" Wahl zu einem Parlament der Beliebigkeit und Kungeleyen.  ",1
"Zu Frau Tannenbergers Einwurf, sie von der CDU hätten die Sache mit dem Klimaschutz verstanden, müssten deshalb aber nicht den Verstand abschalten, möchte ich ganz vorsichtig fragen, wie ein Gegenstand, der, wie ich meine, nicht vorhanden ist, nämlich der Verstand, überhaupt abgeschaltet werden kann. Das ""weiter so bis bisher"", das sie, wie ich meine, zusammen mit ihrer Partei vertritt, hat meines Erachtens mit Verstand wenig zu tun.",1
Zitat:.......trage auch keine rechten Gedanken in mir.“  Jetzt entschuldigt der sich dafür das er keine rechten Gedanken hat.  Wohlgemerkt rechte nicht rechtsextreme Gedanken.  Wie weit ist unsere Gesellschaft gekommen? Ich würde es Begrüßen wer mehr Menschen rechte Gedanken hätten. ,1
"Kann das einen noch verwundern, wenn man bedenkt, wie viele Afrikaner falsche Angaben über Herkunft und Alter machen.",1
"► Welchen Einfluss der Rat auf diese Entscheidungen hat, ist umstritten.  Weiß denn keiner, was ein OB darf?!",0
"Wenn Herr Laschet eine umfangreicher Berichterstattung sehen wollte, hätte er nur N24, Welt oder Euronews schauen müssen, die haben nonstop Livebilder gesendet und das stundenlang.  Wie gut, das andere Sender nicht auch noch auf den Zug aufgesprungen - mir haben die Berichte in Tagessschau und Co. vollkommen gereicht.",0
"Hier handelt es sich mal wieder um eingereiste Respektlosigkeit..... derartige Männergruppierungen mit Gewaltpotential hören wir ja öfter,aber bloß nicht  laut sagen",0
"Insight Mittwoch, 12. Dezember 2018, 14:20 Uhr  Mensch, stimmt! Das ist ein deutscher Nazi, der nur den Islam in Verruf bringen will. Das ich da vorher noch nicht drauf gekommen bin. Der Islam heist ja Frieden, wie ich das nur vergessen konnte. Danke vielmals für den Hinweis. Deswegen hält der Täter sich jetzt bestimmt in Deutschland auf, da er im Kreise seiner Kameraden verweilen will.",1
Für mein Empfinden viel zu mildes Urteil!  Auf jeden Fall nach der Verbüssung der kompletten Haftstrafe muss die Abschiebung erfolgen! Sowas darf nicht mehr auf die deutsche Bevölkerung losgelassen werden!,1
"So viele abgestorbene Bäume wie in diesem Jahr habe ich in meinem Leben noch nicht gesehen. Und es gibt immer noch Leute, die das absichtlich übersehen; aber leugnet nur den Klimawandel und verbreitet weiter eure AfD-Propaganda. Ihr werdet sowieso erst aufwachen, wenn alles um euch herum brennt; oder braun ist - im doppelten Sinn.",1
"Warum feiern diese Personen denn nicht in ihrem Paradiesland Türkei, wo Milch und Honig fließen...",1
"Lieber wotan X: Normalerweise antworte ich nicht auf im Internet ja bequem abzugebende Beleidigungen, aber Ihre Wahlpropaganda für links-grün ist nun doch zu offensichtlich. Ich nehme mal an, dass Sie, genau wie Ihre Parteibonzen so etwas wie Sachlichkeit nicht kennen und nur auf Emotionen setzen. Ich wünsche Ihren Parteigenossen, dass sie beim nächsten Mal wenigstens über 5%  kommen, denn selbst der einfältigste Proletarier kann Ihrem Blödsinn nicht mehr folgen.",1
"Wow. 644.000 Italiener. Wieso hört man von denen eigentlich nie irgendwas Negatives? Waren damals die ersten ""Gastarbeiter"", und bis heute sicher auch die, die wirklich ARbeit suchten und sich mit ihren nachfolgenden Generationen hervorragend integriert haben.  Wir dürfen auf die Entwicklung der Rumänen und Bulgaren gespannt sein.",0
"Nette Idee. Bitte mit Lesungen als Lockangebot aufpeppen, die Räume für Buchclubs zur Verfügung stellen, eine Buchtausch-Möglichkeit einrichten und ein Stehcafe im Gebäude mit unterbringen. ",0
"Schade, also muss dann der Wähler halt entscheiden was für Ihn persönlciu gut ist.  Nachdem die SPD sich durch Idiologische  Fehler und  Ausbeutung und Bevordmundung von leistungsfähigen Bürgern und Rentnern auf die 5% Hürde zubewegt geht die CDU jetzt den selben Weg mit AKK.   Gut das wir demokratisch alternativen zu diesen Systemparteien haben. ",0
"Typische deutsche Schandjustiz.  Die Mörder und Schlächter in den Roben hat die deutsche Justiz laufen lassen, da man keine Nestbeschmutzer sein wollte. Dafür sollen dann heute uralte Menschen, die oftmals zum Dienst gezwungen wurden und die man selsbt erschossen hätte, wenn sie die ihnen zugeteilten Wachaufträge nicht erfüllt hätten ""gehängt"" werden.",1
keine blaue Tonne geliefert!!!!!!!!!!  und die gelben Säcke sind in den angegebenen Abholpunkten immer noch nicht vorhanden.  Ich werde meine Gebühren entsprechend kürzen und meine Einzugsermächtigung widerrufen.  Nur noch manuelle Überweisung - vielleicht geht denen bei der Stadt ja mal endlich ein Licht auf dass sie den Bürger nicht permanent verarschen können.   Ich lasse die Kartons solange auf der Strasse stehen bis sie von der mags abgeholt werden.,0
"Qualistaatsmedien ‎Freitag‎, ‎30‎. ‎August‎ ‎2019‎ ‎15‎:‎34 Uhr  Ich fürchte, Sie verwechseln da etwas: Die Wähler in Sachsen und Brandenburg haben sich doch schon längst einlullen lassen - und zwar von der Propagandamaschinerie von ""A""fD und Konsorten in den asozialen Hetzwerken und anderswo. Na und? Machen Sie sich mal keine Sorgen: In Sachsen und Brandenburg kommt der biodeutsche Nachwuchs bestimmt schon bald mit ausgestrecktem Mittelfinger zur Welt. ;-) Alles wird gut.",0
"Schade, dass wir immer mehr respektlose Leute bekommen.",0
"Zuerst einmal  möchte ich feststellen, dass Dinos nicht denken konnten. Und dann marschieren die ""Kinder"" die nicht zu Fuß zur Schule laufen können und Stunden vor ihren Spielkonsolen rumsitzen für die Klima-Rettung herum. Schwingt doch erst einmal eure faulen Ärsche auf Fahrräder, stellt eure Spielkonsolen dauerhaft in den Keller und dann dürft ihr den Mund aufmachen. Außerdem bezahlen wir Klimaschänder mit unserer Arbeit eure Ausbildung.",1
"Bernd 1933 wechselt wieder mal ungestört das Thema, um über andere herzuziehen... Andere Kommentatoren, denen das passiert, werden rausgefiltert. Aber diese in den Foren selbst ernannten Meinungsführer (die nur das, was sie selbst und ihre Gesinnungsgenossen schreiben, für Meinung halten und alles andere als ""grünlinke Ideologie"" diffamieren) beklagen zunehmend, dass sie nicht ihre ""Meinung"" sagen/schreiben dürften... ganz erstaunlich...",1
"Muß diesem  . . . . . . . . . .   ""der A . . . .""  auf Grundeis gehen"" -  daß er jetzt unverhohlen  ""Drohungen""  ausspricht !!!! -   Oder ist er wirklich, hörte man schon öfter,  ""limitiert"" ???? - ",1
"Gelbe Westen an und Steine in die Hand!  Das ist die richtige Antwort auf die immer weiter um sich greifende Abkassiererei durch den Staat. Und wer glaubt, das verschärfte Polizeigesetz wurde geschaffen um ein paar Fussballhooligans zu jagen oder die Langhaarigen im Hambacher Forst einzufangen...der glaubt auch an den Weihnachtsmann. Unsere Politiker rüsten die Schläger in Uniform aus um sich gegen den Ansturm der Bürger zu schützen.",1
"Oh man, eine handvoll Spinner gehen auf die Straße, aber kriegen natürlich in der Mainstream-Presse direkt einen ausführlichen Artikel. Die Rheinische Post hebt sich leider überhaupt nicht von den fast gleichgeschalteten anderen Medien ab. Warum wird solchen Leuten, die die Demokratie nur toll finden, wenn es thematisch nach ihrem Kopf geht, eine solche Plattform geboten? ",1
Dann müssen wir ARD/ZDF abschalten ... mit ihrem dauerhaften AfD Hass ... ;-),0
"Wichtigste Frage: Kann die Haftpflicht-Versicherung im Schadensfall den Versicherten haftbar machen (zur Kasse bitten), wenn er seinen Räumpflichten bewusst nicht ordnungsgemäß nachkommt?!",0
"Es dürfte unstrittig sein, das Kopftücher, wenn sie Frauen auch noch so gut wie auch sexy aussehen lassen können, als Instrument des politischen Islam in den letzten 20 Jahren immer mehr Platz gegriffen haben. Sie diskriminieren leider auch ihre Trägerinnen vielfach. Und gerade bei Kindern sollte sich das verbieten, nicht zuletzt auch aus Integrationsgründen, die sich dadurch auch selbstständig erschwert, zu den übrigen religiösen Gründen. ",0
"Ja, leider sind die Kurden sehr egoistisch und veranstalten ihre Demos  nach eigenem Gusto. Dabei vergessen sie, dass sie in Deutschland/Düsseldorf Gäste sind. Gäste sollten schon auf die Besonderheiten einer Stadt Rücksicht nehmen. Und, ich vermisse Demo gegen die ismalistischen Anschläge in Berlin, Brüssel, London und anderen Orten. Integration sieht anders aus, verehrte Kurden!!! Paris u.a.",1
"Solange sich die Regierungsparteien in Bund und Länder von der Autoindustrie, welche ja für die Abgas - Betrügereien verantwortlich sind, mit Arbeitsplätzen erpressen lassen, solange werden diese Parteien keinen nennenswerten Zuspruch bei Wahlen erzielen.",0
Ein absoluter Vollhonk. Sollte besser Bankkaufmann lernen. ,1
"""Bei der Hochzeits-Blockade auf der A3 bei Ratingen im März, die sogar Razzien nach sich zog, habe nur einer von elf Tatverdächtigen die türkische Staatsangehörigkeit gehabt.""  Ja nee, is klar. Die anderen waren alles gut getarnte Deutsche bzw Schweden ud Norweger auf einer türkischen Höchzeit! Aber warum wird das nicht erwähnt...?  Gez. Ironiemus von Sarkasmus",1
"Er war ja schon immer der Inbegriff des eher unintelligenten Fußballers. Aber selbst er kann sich noch übertreffen. Kevin Großmaul passt eigentlich eher zu ihm als ein christliches Symbol im Namen zu tragen. Egal. Wen interessiert der noch. Ein Paradebeispiel für Dummheit frisst Talent.  Und eins mal am Rande. Nicht, der Weltmeister von 2014 sondern der Reisebegleitungshampelmann der WM 2014 wäre richtig. Eine Schande ihm beim Verfall zuzusehen.",1
"Dafür braucht es keine Studie, man muss nur die Kommentare bei der RPO lesen.",0
Politiker sind alles Abschaum,1
"Ich empfehle den Schülern Montags für den Genderwahsinn, Dienstags für gleiche Bezahlung von Männern und Frauen, Mitwoch für den Frieden allgemein auf der Welt zu demonstriere! oder gilt das Demorecht nur für die Klimaktivisten/Innen/D/*? Ein Tag Schule reicht doch um in einer Partei wie die Grünen Karriere zu machen!",1
Glaub ich nicht . Der Mörder war ja kein Deutscher. ,1
"Tja, daß Habeck zu den KReigstreibern unter dne Grünen gehören, die auch aus dem Kosovo-Krieg NIChtS gelernt haben, ist schon enttäuschend.   ",1
Top 5 der Doppelnamen:      Edy Fröhlich-Wichser     Georg Fick-Guthmann     Elfi Große-Flasche     Barbara Sollich-Vögele     Kerstin Schlapper-Rammelmann ,1
"Manche Länder müssen ja echt Angst haben. 3000 Panzerabwehrwaffen nach Singapur. Wer will denn Singapur mit Panzern angreifen? Ich glaube Singapur gehört zu den gesellschaftlich ""militarisiertesten"" Staaten. Warum auch immer....",0
"Will man das Volk eigendlich für dumm verkaufen ? Aus gerechnet ""die Beliebtesten"" sollen den Vorsitz übernehmen. Hört auf mit diesen Scherzen !",1
"Vielleicht findet sich ja ein europäisches Land, das RWE für seine Verantwortung als Mitverursacher des Klimawandels vor Gericht zieht. Ein südamerikanischer Bauer war gescheitert, da das Gericht den von RWE verursachten Schaden nicht exakt RWE zuschreiben wollte. https://www.faz.net/aktuell/wirtschaft/energiepolitik/peruanischer-bauer-scheitert-mit-klage-gegen-rwe-14575835.html",1
Endlich mal die richtige Antwort der Stadt! Das würde ich mir auch für Neuss wünschen!  Weiter so!! ,0
"M8-nx......Worte, die Lehrerinnen und andere Frauen seit Jahren zu hören bekommen. Ich finde diese Bezeichnungen für JEDE Frau nur inakzeptabel. Allerdings finde ich eine Äußerung wie ""Sex mit Kindern ist ok, wenn keine Gewalt im Spiel ist"" auch unglaublich und widerwärtig.   ",1
So geht verlogene 'Klimapolitik' samt Energiepolitik.  Gekaufte Energiepolitik? Ich denke schon.,0
"Man sollte sich langsam überlegen, wie man mit den hier lebenden Gefährdern in Zukunft umgehen will. Überall wo Islam draufsteht ist wohl auch Islam drin.   ",1
"Liebe RPO, Glückwunsch zu ihrem Rassisten-Forum, Zeitung für ""christliche"" Politik.",1
"Es ist doch völlig hirnrissig, anzunehmen, dass ein Fahrzeug bspw. der Marke Aufrecht Melcher Großaspach (ja, die neue  *****vergrößerung) oder mit den vier Ringen, vom Besitzer, dessen Nachname viele Vokale hat, an einen Wildfremden an der Tanke verliehen wird. Verleiht er dann seine Tussi auch? Halterhaftung wie in Holland, Frankreich etc. und basta.",1
"Die Straffen,das Personal um Kontrollen umzusetzen und kein Unrechtsgefühl gegen über der Gesellschaft letzteres ist den Sensation Medien zu verdanken nicht nur Anstand und Sitte verfallen nein auch die Grundwerte in der Gesellschaft .Ja Spannend ist es das erste mal hinter einem Lenkrad zu sitzen aber wir hatten Feldwege benutz da hattest du wegen den Spurrillen gar nicht die Gefahr die Fahrbahn zu verlassen,aber bewusst ohne Lappen den Alltag über Jahr zu meistern ist unverantwortlich ",0
"""Ich bin nicht das pure 'Weiter so'"" - da muss sie aber auch mal sagen, was genau nicht weiter so geht; also raus mit der Sprache, wo hat die Vorgängerin versagt? Sonst ist ""Ich bin nicht das pure 'Weiter so'"" nur eine hohle Phrase, Rethorik aus Kalkül, ohne tieferen Sinn oder Inhalt. Also was? Die Energiepolitik? Die Migrationspolitik? WAS?",0
Ich sach nur F E I G L I N G!!!!!!,1
"DHL ist absolut schmerzfrei, wenn es um Rekalamtionen geht. Bei Beschwerdemail geloben Responder Besserung, außer, daß die Preise erhöht werden, passiert nix. Die Aktion zeigt letztlich, wie wurtschtegal der Kunde dem Unternehmen ist.",0
"""Er passte den Westmedien einfach nicht.2  Warum sollte das so sein? Er will die Westausrichtung weiter verfolgen, den Minsker Friedensplan umsetzen und offenbar auch am wirtschaftsliberalen Kurs festhalten, wenngleich sich zu letzterem bislang nur sein Umfeld geäußert hat. Man könnte fast glauben Merkel und Macron würden ihn adoptieren! ",0
